Dataset identifier;Federated dataset;Title;Description;Themes;Keywords;License;Language;Timezone;Modified;Data processed;Metadata processed;Publisher;Reference;Attributions;Number of records;Size of records in the dataset (in bytes);Reuse count;API call count;Download count;Attachments download count;File fields download count;Popularity score;Visibility (domain or restricted);Published;Publishing properties
passieve-en-lage-energie-woningen-grondregie;False;Passieve en lage-energiewoningen van de Grondregie;"<p>Passieve en lage-energiewoningen <span style=""font-size: 0.833rem;""> </span><span style=""font-size: 0.833rem;"">(PEB A-B-C) </span><span style=""font-family: inherit; font-size: 0.833rem;"">van de Grondregie van de Stad Brussel. </span></p>";Aménagement du territoire, Urbanisme, Bâtiments, Equipements, Logement;"woning;lage energie;passif;Grondregie";Licence Ouverte (Etalab);fr;;2021-05-15T12:00:48+02:00;2021-05-15T12:00:48+02:00;2021-05-15T12:00:51.631000+02:00;Stad Brussel/Grondregie;;;648;195905;0;13962;269;0;0;4.7;domain;True;scheduled
geldautomaten-kopie;False;Geldautomaten;"<p><span style=""color: rgb(86, 86, 86); font-size: 14px;"">Locatie van geldautomaten op het grondgebied van de Stad Brussel.</span><br/></p>";Economie, Business, SME, Economische groei, tewerkstelling;"ATM;geldautomaat";Licence Ouverte (Etalab);fr;;2021-01-15T12:01:44+01:00;2021-01-15T12:01:44+01:00;2023-01-31T19:12:44.149000+01:00;Stad Brussel / Financiën;;;99;12253;0;19234;35;0;0;4.8;domain;True;scheduled
wijken0;False;Wijken;<p>Kaart van de wijken van Brussel (Vijfhoek, Haren, Laken, Louiza, Neder-Over-Heembeek/Mutsaard, Noord, Noord-Oost).</p>;Aménagement du territoire, Urbanisme, Bâtiments, Equipements, Logement;"quartier;wijk";Licence Ouverte (Etalab);nl;;2021-03-15T12:01:08+01:00;2021-03-15T12:01:08+01:00;2021-03-15T12:01:11.397000+01:00;Stad Brussel/Stedenbouw;;;7;106495;0;40948;258;0;0;7.4;domain;True;scheduled
ereburgers2;False;Ereburgers;"<p><span style=""color: rgb(86, 86, 86); font-size: 14px;"">Vooraanstaande personen waaraan de Stad Brussel de titel van ereburger heeft toegekend (met vermelding van de naam of pseudoniem, de functie, de datum van de toekenning van de onderscheiding).</span><br/></p>";Administration, Gouvernement, Finances publiques, Citoyenneté;"Ereburger;onderscheiding";Licence Ouverte (Etalab);fr;;2021-03-30T15:03:05+02:00;2021-03-30T15:04:29+02:00;2023-01-31T19:12:46.097000+01:00;Ville de Bruxelles/Assemblées;;;35;3450;0;6777;41;0;0;3.0;domain;True;manual
bruxelles_canisite;False;Canisites;<p>Localisation des canisites installés sur le territoire de la Ville de Bruxelles.</p>;Environnement, Propreté,Aménagement du territoire, Urbanisme, Bâtiments, Equipements, Logement;"canisite;chien;propreté";Licence Ouverte (Etalab);fr;;2022-02-15T17:27:27+01:00;2022-02-15T17:27:27+01:00;2023-04-16T23:00:01.642000+02:00;Ville de Bruxelles/Propreté;;;62;13442;0;360344;272;0;0;20.2;domain;True;scheduled
dog-toilets;False;Dog toilets;<p>Location of dog toilets on the territory of the City of Brussels.</p>;Environnement, Propreté;"cleanliness;dog;toilet";Licence Ouverte (Etalab);en;;2022-02-15T17:31:35+01:00;2022-02-15T17:31:35+01:00;2023-04-16T23:00:01.895000+02:00;City of Brussels;;;62;13442;0;239938;216;0;0;16.6;domain;True;scheduled
etudes-2021;False;Inventaire des études réalisées en 2021;<p>Inventaire des études réalisées en 2021 pour le compte de la Ville de Bruxelles</p><p><br/></p><p>art 6, § 1er, 3° Décret et ordonnance conjoints du 16/05/2019 publicité de l'administration<br/></p>;Administration, Gouvernement, Finances publiques, Citoyenneté;études;;fr;;2022-03-18T16:39:00+01:00;2022-03-18T16:40:28+01:00;2023-01-31T19:12:46.506000+01:00;;;;87;31112;0;3061;43;0;0;2.1;domain;True;manual
logements-de-la-regie-fonciere;False;Biens de la Régie foncière;<p>Localisation et répartition par quartier des biens de la Régie foncière</p>;Aménagement du territoire, Urbanisme, Bâtiments, Equipements, Logement;"logement;Régie foncière";Licence Ouverte (Etalab);fr;;2020-08-15T12:01:07+02:00;2020-08-15T12:01:07+02:00;2021-05-15T12:00:19.965000+02:00;Ville de Bruxelles/Régie foncière;;;766;180119;0;898114;1582;0;0;32.7;domain;True;scheduled
bxl_regiefonciere_logementsmoyens2014;False;Logements à la Régie foncière - loyers;<p>Situation du logement  de la Régie foncière.</p>;Aménagement du territoire, Urbanisme, Bâtiments, Equipements, Logement;"Régie foncière;logement";Licence Ouverte (Etalab);fr;;2021-05-15T12:00:10+02:00;2021-05-15T12:00:10+02:00;2023-04-15T12:00:12.859000+02:00;Régie foncière;;;14;1109;0;12276;185;0;0;4.3;domain;True;scheduled
woningen-van-de-grondregie-huurprijzen;False;Woningen van de Grondregie - huurprijzen;<p>Huurprijzen van woningen van de Grondregie.</p>;Aménagement du territoire, Urbanisme, Bâtiments, Equipements, Logement;"Régie foncière;logement";Licence Ouverte (Etalab);nl;;2020-08-15T12:00:37+02:00;2020-08-15T12:00:37+02:00;2023-04-15T12:00:17.262000+02:00;Régie foncière;;;14;1109;0;8714;46;0;0;3.4;domain;True;scheduled
terminals-pcs-e-loket;False;Terminals + pc's e-loket;<p>Terminals + pc's e-loket op het grondgebied van de Stad Brussel</p>;Administration, Gouvernement, Finances publiques, Citoyenneté,Internet, TIC;"digitale inclusie;terminals;online diensverlening;e-loket";Licence Ouverte (Etalab);nl;;2023-04-17T10:21:19+02:00;2023-04-17T10:21:19+02:00;2023-04-17T10:21:19.071000+02:00;Stad Brussel / Demografie;;;10;1532;0;33656;56;0;0;6.3;domain;True;manual
nmbs-stations;False;NMBS-stations;<p>Treinstations (NMBS) met vertrek- en eindstations.</p>;Mobilité, Transports;"trein;station;NMBS";CC BY-SA;nl;;2015-03-25T12:17:06+01:00;2018-01-07T23:56:26+01:00;2018-01-07T23:56:28+01:00;iRail;https://github.com/iRail/stations;;559;102812;0;14580755;688;0;0;124.4;domain;True;manual
arrets-stib;False;Arrêts STIB;<p>Localisation des arrêts (stations) de la STIB.</p>;Mobilité, Transports;"station;arrêt;métro;tram;bus";;fr;;2015-01-07T14:26:08+01:00;2018-01-07T23:54:58+01:00;2018-01-07T23:54:59+01:00;iRail;http://data.irail.be/MIVBSTIB/Stations.about;;2451;233868;0;67182;1076;0;0;10.1;domain;True;manual
haltes-mivb;False;Haltes MIVB;<p>Locatie van de haltes (stations) van de MIVB.</p>;Mobilité, Transports;"station;tram;bus;metro;halte;MIVB";;nl;;2015-01-07T14:26:08+01:00;2018-01-08T00:04:39+01:00;2018-01-08T00:04:40+01:00;iRail;http://data.irail.be/MIVBSTIB/Stations.about;;2451;233868;0;14517447;487;0;0;123.9;domain;True;manual
bruxelles_distributeurs_bancaires;False;Distributeurs bancaires;<p>Localisation des distributeurs (guichets automatiques) bancaires (distributeurs automatiques de billets ou ATM) installés sur le territoire de la Ville de Bruxelles.</p>;Economie, Business, PME, Développement économique, Emploi;"finances;argent;ATM;guichet automatique;distributeur bancaire";Licence Ouverte (Etalab);fr;;2023-01-01T00:01:06+01:00;2023-01-01T00:01:06+01:00;2023-01-31T19:11:46.645000+01:00;Ville de Bruxelles/Finances;;;99;12253;0;991371;839;0;0;33.6;domain;True;scheduled
bruxelles_maisons_de_quartier;False;Maisons de quartier;<p>Localisation des maisons de quartier de la Ville de Bruxelles</p>;Services, Social;maison de quartier;Licence Ouverte (Etalab);fr;;2021-06-01T14:13:29+02:00;2021-06-01T14:13:29+02:00;2023-01-31T19:11:45.802000+01:00;Ville de Bruxelles/Maisons de quartier;http://www.bruxelles.be/5220;;17;3807;0;648961;363;0;0;27.0;domain;True;manual
bruxelles_offres_d_emploi;False;Offres d'emploi;"<p>Fil RSS des offres d'emploi du site web la Ville de Bruxelles en provenance des départements du Personnel (Ressources humaines), de l'Instruction publique, des associations paracommunales :&nbsp;<a href=""http://www.bruxelles.be/artdet.cfm?function=rss&id=6308"" target=""_blank"">http://www.bruxelles.be/artdet.cfm?function=rss&id=6308</a>.</p>";Administration, Gouvernement, Finances publiques, Citoyenneté,Economie, Business, PME, Développement économique, Emploi;"emploi;job;travail";Licence Ouverte (Etalab);fr;;2014-04-06T07:26:26+02:00;;2023-01-31T19:11:47.906000+01:00;Ville de Bruxelles;http://www.bruxelles.be/4694;;0;0;0;15298;146;0;0;4.6;domain;True;manual
bruxelles_statistiques_facebook_francais;False;Pages Facebook;"<p>
    Statistiques des pages Facebook Ville de Bruxelles (nombre de mentions ""J'aime"") en français, néerlandais, anglais.</p>";Internet, TIC,Administration, Gouvernement, Finances publiques, Citoyenneté;"Facebook;réseaux sociaux";Licence Ouverte (Etalab);fr;;2016-03-15T11:38:38+01:00;2018-01-08T00:06:24+01:00;2023-01-31T19:11:49.214000+01:00;Ville de Bruxelles/Cellule Web;https://www.facebook.com/pages/Site-web-Ville-Bruxelles-Website-Stad-Brussel/122467667881;;54;1516;0;12478;203;0;0;4.4;domain;True;manual
bruxelles_colonnes_affichage_communal;False;Colonnes d'affichage communal;<p>Localisation des colonnes d'affichage communal de la Ville de Bruxelles où des manifestations culturelles, sociales ou sportives, peuvent être annoncées, via un affichage par la cellule communale Affichage et Publicité.</p>;Culture, Patrimoine, Folklore,Administration, Gouvernement, Finances publiques, Citoyenneté;"affichage;affiche;publicité";Licence Ouverte (Etalab);fr;;2014-04-06T07:22:29+02:00;2018-01-07T23:55:01+01:00;2023-01-31T19:11:48.929000+01:00;Ville de Bruxelles/Affaires économiques;http://www.bruxelles.be/6573;;16;640;0;8835;177;0;0;3.7;domain;True;manual
bruxelles_cinemas;False;Cinémas;<p>Salles de cinéma sur le territoire de la Ville de Bruxelles.</p>;Sport, Loisirs;cinéma;Licence Ouverte (Etalab);fr;;2014-05-13T15:22:56+02:00;2019-05-08T15:42:32+02:00;2023-01-31T19:11:48.622000+01:00;Ville de Bruxelles/Cellule Web;http://www.bruxelles.be/5233;;8;902;0;479830;284;0;0;23.2;domain;True;manual
parkings;False;Parkings;"<p>
    Locatie van de openbare, betalende parkings op het grondgebied van de Stad Brussel.</p>";Mobilité, Transports;"parking;auto;parkeerplaats";Licentie Brussels OpenData License;nl;;2019-05-15T14:34:53+02:00;2019-05-15T14:34:53+02:00;2023-01-31T19:11:51.104000+01:00;;https://www.brussel.be/parkings;;24;2283;0;3808459;483;0;0;64.0;domain;True;manual
geldautomaten;True;Geldautomaten (old);<p>Locatie van geldautomaten op het grondgebied van de Stad Brussel.</p>;Economie, Business, PME, Développement économique, Emploi;ATM;Licence Ouverte (Etalab);nl;;2023-01-01T00:01:06+01:00;2023-01-01T00:01:06+01:00;2023-01-31T19:11:51.711000+01:00;Stad Brussel/Financiën;http://www.brussel.be/6660;;99;0;0;344406;218;0;0;19.7;domain;False;federated
politiekantoren;False;Politiekantoren;<p>Locatie van de politiekantoren op het grondgebied van de Stad Brussel.</p>;Justice, Sécurité, Police, Crime;"politie;veiligheid";Licence Ouverte (Etalab);nl;;2018-09-24T17:40:05+02:00;2018-09-24T17:40:44+02:00;2023-01-31T19:11:52.261000+01:00;PolBru;http://www.brussel.be/4798;;13;2720;0;787435;347;0;0;29.6;domain;True;manual
europese-instelligen;False;Europese instellingen;<p>Locatie van de Europese instellingen op het grondgebied van de Stad Brussel.</p>;Administration, Gouvernement, Finances publiques, Citoyenneté;"Europa;internationaal";Licence Ouverte (Etalab);nl;;2014-04-14T13:32:10+02:00;2019-05-09T14:12:29+02:00;2023-01-31T19:11:53.481000+01:00;Stad Brussel;http://www.brussel.be/4881;;5;610;0;262656;191;0;0;17.2;domain;True;manual
culturele-plaatsen;False;Culturele plaatsen;<p>Locatie van de culturele plaatsen van de Stad Brussel.</p>;Culture, Patrimoine, Folklore;"Cultuur;ur";Licence Ouverte (Etalab);nl;;2017-03-24T17:08:45+01:00;2019-05-15T13:06:40+02:00;2023-01-31T19:11:52.621000+01:00;Stad Brussel/Dienst Cultuur;http://www.brussel.be/4092;;29;3390;0;397020;218;0;0;21.1;domain;True;manual
franstalige-scholen;False;Franstalige scholen;<p>Locatie van de Franstalige scholen van de Stad Brussel.</p>;Education, Formation, Recherche, Enseignement;school;Licence Ouverte (Etalab);nl;;2014-04-14T13:42:10+02:00;2018-01-07T23:57:07+01:00;2023-01-31T19:11:52.989000+01:00;Stad Brussel/Openbaar onderwijs;http://www.brussel.be/5013;;84;7134;0;60696;310;0;0;8.9;domain;True;manual
public-parkings;False;Public parkings;<p>Location of public paying parking lots on the territory of the City of Brussels.</p>;Mobilité, Transports;"car;parking;park";Brussels OpenData License;en;;2019-05-15T14:36:38+02:00;2019-05-15T14:36:38+02:00;2023-01-31T19:11:56.504000+01:00;;https://www.brussels.be/car-parks;;24;2283;0;1131795;468;0;0;35.4;domain;True;manual
public-internet-access-points;False;Public Internet access points;<p>Location of the Public Internet access points of the City of Brussels.</p>;Internet, TIC;"ICT;PIAP;Internet";Licence Ouverte (Etalab);en;;2014-04-14T15:13:41+02:00;2018-01-08T00:02:53+01:00;2023-01-31T19:11:56.870000+01:00;City of Brussels/Web Unit;http://www.brussels.be/7129;;6;885;0;13919;159;0;0;4.5;domain;True;manual
bxl_demographie_140306_annee;False;Statistiques démographiques;<p>Statistiques relatives aux naissances, mariages, divorces et séparations, décès à la Ville de Bruxelles</p>;Administration, Gouvernement, Finances publiques, Citoyenneté;"naissance;mariage;divorce;séparation;décès";Licence Ouverte (Etalab);fr;;2015-04-16T10:12:26+02:00;2018-01-07T23:52:06+01:00;2023-01-31T19:11:58.492000+01:00;Ville de Bruxelles/Démographie;http://www.bruxelles.be/4826;;15;573;2;14622;254;0;0;6.8;domain;True;manual
glass-containers;True;Glass containers;<p>Location of glass containers on the territory of the City of Brussels.</p>;Environnement, Propreté;"container;glass";Licence Ouverte (Etalab);en;;2017-03-20T11:19:03+01:00;2018-01-08T00:07:49+01:00;2023-01-31T19:11:59.120000+01:00;Brussels Proprety;http://www.bruxelles.be/5181;;86;8755;0;234323;282;0;0;16.5;domain;True;federated
municipal-news;False;Municipal News;"<p>RSS feeds of the municipal news on the website of the City of Brussels:&nbsp;http://www.brussels.be/artdet.cfm?function=rss&id=4694</p>";Administration, Gouvernement, Finances publiques, Citoyenneté;"news;information";Licence Ouverte (Etalab);en;;2014-04-14T14:30:02+02:00;;2023-01-31T19:12:01.646000+01:00;City of Brussels/Web Unit;http://www.brussels.be/4694;;0;0;0;4838;107;0;0;2.8;domain;True;manual
sports-halls-and-stadiums;True;Sports halls and stadiums;<p>Location of sports halls and stadiums of the City of Brussels.</p>;Sport, Leisure;;Licence Ouverte (Etalab);en;;2017-03-31T14:29:19+02:00;2019-05-14T15:15:53+02:00;2023-01-31T19:11:58.158000+01:00;City of Brussels/Sports;http://www.brussels.be/4600;;14;5162;0;293861;264;0;0;18.3;domain;True;federated
bxl_zones30pentagone;False;Zones 30 dans le Pentagone;<p>Rues dans les zones 30 du Pentagone (centre de la Ville de Bruxelles) avec la mention des tenants et aboutissants et des longueurs et largeurs de voirie.</p>;Mobilité, Transports;zone 30;Licence Ouverte (Etalab);fr;;2014-04-06T06:34:11+02:00;;2023-01-31T19:12:01.360000+01:00;Ville de Bruxelles/Urbanisme;http://www.bruxelles.be/4365;;0;0;0;1169;3;0;0;1.2;domain;False;manual
arrets-collecto;False;Haltes Collecto;"<p>Locatie van de haltes van
Collecto in het Brussels Hoofdstedelijk Gewest.</p>";Mobilité, Transports;"mobiliteit;Collecto;taxi";Licence Ouverte (Etalab);nl;;2019-07-02T15:33:56+02:00;2019-07-02T15:34:41+02:00;2023-01-31T19:12:03.086000+01:00;Brussel Mobiliteit;;;205;33808;0;49405;142;0;0;7.8;domain;True;manual
expected-evolution-of-the-brussels-population-by-age;False;Expected evolution of the Brussels population by age;"<p>On the basis of the population of Brussels in 2012, a
projection of the evolution of the population of the City until 2024 by age
group.</p>";Administration, Gouvernement, Finances publiques, Citoyenneté;"population;demography;age";Licence Ouverte (Etalab);en;;2014-04-14T13:36:27+02:00;2018-01-08T00:05:39+01:00;2023-01-31T19:12:05.137000+01:00;City of Brussels/Demography;;;13;909;0;11091;193;0;0;4.1;domain;True;manual
pollumetre;False;Pollumètre;"<p>Pollumètre de la Région de Bruxelles-Capitale permettant de suivre en permanence l'évolution de la qualité de l'air avec un indice global calculé en rassemblant les données mesurées par toutes les stations pour l'ozone (O3), le dioxyde d'azote (NO2), le dioxyde de soufre (SO2) et les poussières (PM10 ): <a href=""http://www.ibgebim.be/Pollumetre/dynamic_index.txt."">www.ibgebim.be/Pollumetre/dynamic_index.txt.</a> </p><p>Bruxelles Environnement demande d'effectuer la récupération des données en rapatriant l'information périodiquement (à l'heure 35) et non en venant la chercher à chaque ouverture de la page du site contenant le pollumètre).</p>";Environnement, Propreté;"pollution;pollumètre;Région de Bruxelles-Capitale";contactez Bruxelles Environnement;fr;;2014-04-06T11:38:31+02:00;;2023-01-31T19:12:05.508000+01:00;Bruxelles Environnement;http://www.ibgebim.be:8080/Pollumetre/Graph.action?lang=fr&langtype=2060;;0;0;1;5575;165;0;0;4.1;domain;True;manual
verkeer-bij-evenementen-werken;False;Verkeer bij evenementen & werken;"<p>Verkeer (incidenten,
files... ), evenals storende werken in het Brussels Hoofdstedelijk Gewest.</p>";Vervoer, Verplaatsingen;"verkeer;mobiliteit";Licence Ouverte (Etalab);nl;;2014-04-03T14:10:43+02:00;2018-01-07T23:57:48+01:00;2023-01-31T19:12:06.808000+01:00;Brussel Mobiliteit;;;59;9568;0;13815;192;0;0;4.5;domain;True;manual
traffic-during-events-works;False;Traffic during events & works;"<p>Traffic (incidents,
congestion,...) , as well as disturbing works in the Brussels Capital Region.</p>";Mobilité, Transports;traffic;Licence Ouverte (Etalab);en;;2014-04-16T12:05:52+02:00;2018-01-08T00:05:37+01:00;2023-01-31T19:12:07.065000+01:00;Bruxelles Mobilité;;;59;9523;0;21291;250;0;0;5.5;domain;True;manual
art-heritage-of-regional-roads-fountains;False;Art heritage of regional roads - Fountains;"<p>Geographical inventory
of fountains and basins along the regional roads.</p>";Culture, Patrimoine, Folklore;"culture;fountain;heritage";Licence Ouverte (Etalab);en;;2014-04-03T15:42:42+02:00;;2023-01-31T19:12:09.358000+01:00;Bruxelles Mobilité;;;0;0;0;755;19;0;0;1.1;domain;True;manual
pollumeter0;False;Pollumeter;"<p>The Pollumeter of the Brussels Capital Region follows
the evolution of the air quality. The overall index is calculated on the basis
of measurements at all places for oxygen (O3), nitrogen dioxide (NO2), sulfur
dioxide (SO2) and particulate matter (PM10): <a href=""http://www.ibgebim.be/Pollumetre/dynamic_index.txt"">www.ibgebim.be/Pollumetre/dynamic_index.txt</a>.</p><p>Bruxelles Environnement - Leefmilieu Brussel requests
to periodically retrieve the data (at 35 past the hour), and not to search each
time at a web page with the Pollumeter.</p>";Environnement, Propreté;"pollution;pollumètre;Région de Bruxelles-Capitale";see producer;en;;2014-04-06T06:00:07+02:00;;2023-01-31T19:12:05.685000+01:00;Bruxelles Environnement;http://www.ibgebim.be:8080/Pollumetre/Graph.action?lang=fr&langtype=2060;;0;0;0;5653;179;0;0;3.1;domain;True;manual
